player_a,player_b,condition,round_type,score_a,score_b,gap,recommendation,color_a,color_b,exec_a,exec_b,upside_a,upside_b,exec_a_bucket,exec_b_bucket,upside_a_bucket,upside_b_bucket,exec_a_roi,exec_b_roi,upside_a_roi,upside_b_roi
Michael Thorbjornsen,Sepp Straka,Calm,Positioning,4.7344485679196575,4.7344485679196575,0.0,SKIP,Yellow,Yellow,75,75,50,50,75-100,75-100,50-75,50-75,8.661417322834644,8.661417322834644,0.8074798130046713,0.8074798130046713
Michael Kim,Max Greyserman,Calm,Positioning,4.7344485679196575,4.7344485679196575,0.0,SKIP,Yellow,Yellow,75,75,50,50,75-100,75-100,50-75,50-75,8.661417322834644,8.661417322834644,0.8074798130046713,0.8074798130046713
Justin Thomas,Hideki Matsuyama,Calm,Open,-5.569408771522003,-5.569408771522003,0.0,SKIP,Yellow,Yellow,75,75,75,75,75-100,75-100,75-100,75-100,-3.808180535966146,-3.808180535966146,-7.33063700707786,-7.33063700707786
Todd Clements,Jason Scrivener,Calm,Positioning,-1.6572658643138238,-1.6572658643138238,0.0,SKIP,Yellow,Yellow,50,50,50,50,50-75,50-75,50-75,50-75,-4.122011541632319,-4.122011541632319,0.8074798130046713,0.8074798130046713
Wenyi Ding,Alex Fitzpatrick,Calm,Positioning,0.49505252126441124,0.49505252126441124,0.0,SKIP,Green,Green,75,75,50,50,75-100,75-100,50-75,50-75,0.5319148936170224,0.5319148936170224,0.4581901489118001,0.4581901489118001
Tom McKibbin,Sebastian Munoz,Calm,Open,-6.654587793268107,-6.654587793268107,0.0,SKIP,Yellow,Yellow,50,50,75,75,50-75,50-75,75-100,75-100,-5.978538579458352,-5.978538579458352,-7.33063700707786,-7.33063700707786
Jon Rahm,David Puig,Calm,Open,-6.654587793268107,-6.654587793268107,0.0,SKIP,Yellow,Yellow,50,50,75,75,50-75,50-75,75-100,75-100,-5.978538579458352,-5.978538579458352,-7.33063700707786,-7.33063700707786
Min Woo Lee,Jason Day,Moderate,Closing,-2.069496731208056,-2.069496731208056,0.0,SKIP,Yellow,Yellow,50,50,75,75,50-75,50-75,75-100,75-100,-3.3215547703180195,-3.3215547703180195,-0.8174386920980927,-0.8174386920980927
David Puig,Joaquin Niemann,Calm,Open,-6.654587793268107,-6.654587793268107,0.0,SKIP,Yellow,Yellow,50,50,75,75,50-75,50-75,75-100,75-100,-5.978538579458352,-5.978538579458352,-7.33063700707786,-7.33063700707786
Paul Casey,Cameron Tringale,Calm,Open,-2.801460773912223,-2.801460773912223,0.0,SKIP,Orange,Orange,50,50,75,75,50-75,50-75,75-100,75-100,2.121504339440694,2.121504339440694,-7.72442588726514,-7.72442588726514
Branden Grace,Louis Oosthuizen,Calm,Open,-10.621714015079947,-10.621714015079947,0.0,SKIP,Blue,Blue,50,50,75,75,50-75,50-75,75-100,75-100,-7.70901194353963,-7.70901194353963,-13.534416086620263,-13.534416086620263
Elvis Smylie,Lucas Herbert,Calm,Open,-6.654587793268107,-6.654587793268107,0.0,SKIP,Yellow,Yellow,50,50,75,75,50-75,50-75,75-100,75-100,-5.978538579458352,-5.978538579458352,-7.33063700707786,-7.33063700707786
Christiaan Bezuidenhout,Haotong Li,Calm,Open,-6.103294108272843,-6.103294108272843,0.0,SKIP,Yellow,Yellow,50,50,50,50,50-75,50-75,50-75,50-75,-5.978538579458352,-5.978538579458352,-6.228049637087334,-6.228049637087334
Eric Cole,Kevin Roy,Moderate,Closing,-0.5274214477110658,-0.5274214477110658,0.0,SKIP,Yellow,Yellow,25,25,50,50,25-50,25-50,50-75,50-75,1.8597997138769664,1.8597997138769664,-2.914642609299098,-2.914642609299098
Nico Echavarria,Ludvig Aberg,Calm,Survival,-9.71438024418157,-9.71438024418157,0.0,SKIP,Yellow,Yellow,50,50,75,75,50-75,50-75,75-100,75-100,-12.22155328115593,-12.22155328115593,-7.207207207207206,-7.207207207207206
Anirban Lahiri,Laurie Canter,Moderate,Positioning,0.9217321952524509,0.9217321952524509,0.0,SKIP,Yellow,Yellow,50,50,50,50,50-75,50-75,50-75,50-75,-0.8312551953449688,-0.8312551953449688,2.6747195858498705,2.6747195858498705
Sergio Garcia,Tom McKibbin,Moderate,Positioning,2.664793421243518,2.664793421243518,0.0,SKIP,Yellow,Yellow,25,25,50,50,25-50,25-50,50-75,50-75,2.654867256637165,2.654867256637165,2.6747195858498705,2.6747195858498705
Collin Morikawa,Brooks Koepka,Calm,Open,-6.654587793268107,-6.654587793268107,0.0,SKIP,Yellow,Yellow,50,50,75,75,50-75,50-75,75-100,75-100,-5.978538579458352,-5.978538579458352,-7.33063700707786,-7.33063700707786
Taylor Pendrith,Nico Echavarria,Calm,Positioning,1.4838479173034156,1.4838479173034156,0.0,SKIP,Yellow,Yellow,25,25,50,50,25-50,25-50,50-75,50-75,2.1602160216021598,2.1602160216021598,0.8074798130046713,0.8074798130046713
Keith Mitchell,Lucas Glover,Calm,Positioning,4.7344485679196575,4.7344485679196575,0.0,SKIP,Yellow,Yellow,75,75,50,50,75-100,75-100,50-75,50-75,8.661417322834644,8.661417322834644,0.8074798130046713,0.8074798130046713
Casey Jarvis,Calum Hill,Calm,Positioning,4.7344485679196575,4.7344485679196575,0.0,SKIP,Yellow,Yellow,75,75,50,50,75-100,75-100,50-75,50-75,8.661417322834644,8.661417322834644,0.8074798130046713,0.8074798130046713
Maverick McNealy,Viktor Hovland,Calm,Open,-6.0870416498972055,-6.0870416498972055,0.0,SKIP,Purple,Purple,75,75,75,75,75-100,75-100,75-100,75-100,-10.067114093959727,-10.067114093959727,-2.1069692058346843,-2.1069692058346843
Akshay Bhatia,Brooks Koepka,Calm,Positioning,-0.9787599083685563,-0.9787599083685563,0.0,SKIP,Blue,Blue,50,50,75,75,50-75,50-75,75-100,75-100,-0.8835341365461855,-0.8835341365461855,-1.073985680190927,-1.073985680190927
Cameron Young,Si Woo Kim,Calm,Open,-2.801460773912223,-2.801460773912223,0.0,SKIP,Orange,Orange,50,50,75,75,50-75,50-75,75-100,75-100,2.121504339440694,2.121504339440694,-7.72442588726514,-7.72442588726514
Justin Thomas,Hideki Matsuyama,Calm,Survival,-9.71438024418157,-9.71438024418157,0.0,SKIP,Yellow,Yellow,50,50,75,75,50-75,50-75,75-100,75-100,-12.22155328115593,-12.22155328115593,-7.207207207207206,-7.207207207207206
Jacob Bridgeman,Chris Gotterup,Calm,Open,-6.103294108272843,-6.103294108272843,0.0,SKIP,Yellow,Yellow,50,50,50,50,50-75,50-75,50-75,50-75,-5.978538579458352,-5.978538579458352,-6.228049637087334,-6.228049637087334
J.J. Spaun,Nick Taylor,Calm,Open,-6.0129473429151385,-6.0129473429151385,0.0,SKIP,Yellow,Yellow,25,25,50,50,25-50,25-50,50-75,50-75,-5.797845048742943,-5.797845048742943,-6.228049637087334,-6.228049637087334
Lucas Herbert,Talor Gooch,Moderate,Positioning,0.9217321952524509,0.9217321952524509,0.0,SKIP,Yellow,Yellow,50,50,50,50,50-75,50-75,50-75,50-75,-0.8312551953449688,-0.8312551953449688,2.6747195858498705,2.6747195858498705
Joost Luiten,Joel Girrbach,Calm,Open,-6.759287348831288,-6.759287348831288,0.0,SKIP,Green,Green,25,25,50,50,25-50,25-50,50-75,50-75,-3.812316715542521,-3.812316715542521,-9.706257982120055,-9.706257982120055
Calum Hill,Brandon Robinson Thompson,Calm,Open,-7.629423036380654,-7.629423036380654,0.0,SKIP,Green,Green,50,50,75,75,50-75,50-75,75-100,75-100,-9.87284966342558,-9.87284966342558,-5.385996409335728,-5.385996409335728
Xander Schauffele,Tommy Fleetwood,Moderate,Positioning,2.664793421243518,2.664793421243518,0.0,SKIP,Yellow,Yellow,25,25,50,50,25-50,25-50,50-75,50-75,2.654867256637165,2.654867256637165,2.6747195858498705,2.6747195858498705
Frederic Lacroix,Joakim Lagergren,Calm,Survival,-9.583433034043846,-9.583433034043846,0.0,SKIP,Blue,Blue,50,50,50,50,50-75,50-75,50-75,50-75,-11.74142480211082,-11.74142480211082,-7.425441265976872,-7.425441265976872
Mikael Lindberg,Sebastian Soderberg,Calm,Survival,-9.71438024418157,-9.71438024418157,0.0,SKIP,Yellow,Yellow,50,50,75,75,50-75,50-75,75-100,75-100,-12.22155328115593,-12.22155328115593,-7.207207207207206,-7.207207207207206
Nathan Kimsey,Ben Schmidt,Calm,Survival,-10.924395660243361,-10.924395660243361,0.0,SKIP,Yellow,Yellow,50,50,50,50,50-75,50-75,50-75,50-75,-12.22155328115593,-12.22155328115593,-9.627238039330791,-9.627238039330791
Aldrich Potgieter,Kurt Kitayama,Moderate,Open,2.438259551103861,2.438259551103861,0.0,SKIP,Purple,Purple,25,25,50,50,25-50,25-50,50-75,50-75,1.5189873417721524,1.5189873417721524,3.35753176043557,3.35753176043557
Alejandro Del Rey,Romain Langasque,Moderate,Closing,-2.069496731208056,-2.069496731208056,0.0,SKIP,Yellow,Yellow,50,50,75,75,50-75,50-75,75-100,75-100,-3.3215547703180195,-3.3215547703180195,-0.8174386920980927,-0.8174386920980927
Tom Kim,Dylan Wu,Moderate,Closing,-2.069496731208056,-2.069496731208056,0.0,SKIP,Yellow,Yellow,50,50,75,75,50-75,50-75,75-100,75-100,-3.3215547703180195,-3.3215547703180195,-0.8174386920980927,-0.8174386920980927
Oliver Lindell,Charl Schwartzel,Calm,Open,-6.103294108272843,-6.103294108272843,0.0,SKIP,Yellow,Yellow,50,50,50,50,50-75,50-75,50-75,50-75,-5.978538579458352,-5.978538579458352,-6.228049637087334,-6.228049637087334
Albin Bergstrom,Andreas Halvorsen,Calm,Open,-6.564241027910402,-6.564241027910402,0.0,SKIP,Yellow,Yellow,25,25,75,75,25-50,25-50,75-100,75-100,-5.797845048742943,-5.797845048742943,-7.33063700707786,-7.33063700707786
Elvis Smylie,Thomas Pieters,Calm,Positioning,0.7551441286381053,0.7551441286381053,0.0,SKIP,Blue,Blue,50,50,50,50,50-75,50-75,50-75,50-75,-0.8835341365461855,-0.8835341365461855,2.393822393822396,2.393822393822396
Jon Rahm,Bryson DeChambeau,Calm,Positioning,-1.6572658643138238,-1.6572658643138238,0.0,SKIP,Yellow,Yellow,50,50,50,50,50-75,50-75,50-75,50-75,-4.122011541632319,-4.122011541632319,0.8074798130046713,0.8074798130046713
Todd Clements,Jason Scrivener,Moderate,Closing,-2.069496731208056,-2.069496731208056,0.0,SKIP,Yellow,Yellow,50,50,75,75,50-75,50-75,75-100,75-100,-3.3215547703180195,-3.3215547703180195,-0.8174386920980927,-0.8174386920980927
Davis Thompson,Carson Young,Moderate,Closing,-2.069496731208056,-2.069496731208056,0.0,SKIP,Yellow,Yellow,50,50,75,75,50-75,50-75,75-100,75-100,-3.3215547703180195,-3.3215547703180195,-0.8174386920980927,-0.8174386920980927
Ludvig Aberg,Patrick Rodgers,Calm,Positioning,1.4838479173034156,1.4838479173034156,0.0,SKIP,Yellow,Yellow,25,25,50,50,25-50,25-50,50-75,50-75,2.1602160216021598,2.1602160216021598,0.8074798130046713,0.8074798130046713
Si Woo Kim,Cameron Young,Calm,Positioning,4.7344485679196575,4.7344485679196575,0.0,SKIP,Yellow,Yellow,75,75,50,50,75-100,75-100,50-75,50-75,8.661417322834644,8.661417322834644,0.8074798130046713,0.8074798130046713
Sebastian Munoz,Thomas Detry,Calm,Positioning,-1.5116846457863946,-1.5116846457863946,0.0,SKIP,Yellow,Yellow,25,25,75,75,25-50,25-50,75-100,75-100,2.1602160216021598,2.1602160216021598,-5.183585313174949,-5.183585313174949
Jeff Winther,Kota Kaneko,Tough,Positioning,6.748996477430984,6.748996477430984,0.0,SKIP,Yellow,Yellow,50,50,50,50,50-75,50-75,50-75,50-75,8.626198083067095,8.626198083067095,4.871794871794871,4.871794871794871
Ryan Gerard,Max Homa,Tough,Open,-4.459308807134894,-4.459308807134894,0.0,SKIP,Purple,Purple,50,50,50,50,50-75,50-75,50-75,50-75,-5.072463768115943,-5.072463768115943,-3.846153846153845,-3.846153846153845
Todd Clements,Hennie Otto,Tough,Positioning,8.29059829059829,8.29059829059829,0.0,SKIP,Green,Green,25,25,75,75,25-50,25-50,75-100,75-100,7.692307692307692,7.692307692307692,8.88888888888889,8.88888888888889
Yosuke Asaji,John Catlin,Calm,Positioning,-5.346531222749036,-5.346531222749036,0.0,SKIP,Orange,Orange,25,25,75,75,25-50,25-50,75-100,75-100,-7.737397420867527,-7.737397420867527,-2.955665024630544,-2.955665024630544
Brandon Stone,Jesper Svensson,Calm,Closing,1.7998010707245555,1.7998010707245555,0.0,SKIP,Yellow,Yellow,50,50,75,75,50-75,50-75,75-100,75-100,1.7551755175517585,1.7551755175517585,1.8444266238973528,1.8444266238973528
Calum Hill,Brandon Robinson Thompson,Calm,Survival,-6.063967088811809,-6.063967088811809,0.0,SKIP,Blue,Blue,25,25,25,25,25-50,25-50,25-50,25-50,-3.432282003710577,-3.432282003710577,-8.695652173913041,-8.695652173913041
Nacho Elvira,Matt Wallace,Calm,Closing,1.5733597599422287,1.5733597599422287,0.0,SKIP,Purple,Purple,50,50,50,50,50-75,50-75,50-75,50-75,0.1194743130227045,0.1194743130227045,3.027245206861753,3.027245206861753
Christiaan Bezuidenhout,Kristoffer Reitan,Calm,Survival,-4.755084682160457,-4.755084682160457,0.0,SKIP,Green,Green,75,75,75,75,75-100,75-100,75-100,75-100,-9.154929577464786,-9.154929577464786,-0.3552397868561283,-0.3552397868561283
Angel Ayora,Antoine Rozner,Moderate,Survival,-3.913438840462566,-3.913438840462566,0.0,SKIP,Yellow,Yellow,75,75,75,75,75-100,75-100,75-100,75-100,-6.407766990291263,-6.407766990291263,-1.4191106906338689,-1.4191106906338689
Joel Dahmen,Zecheng Dou,Moderate,Positioning,4.8391837818361125,4.8391837818361125,0.0,SKIP,Green,Green,50,50,50,50,50-75,50-75,50-75,50-75,3.917050691244242,3.917050691244242,5.761316872427982,5.761316872427982
Jacob Olesen,Martin Couvra,Moderate,Open,-0.12067238993215401,-0.12067238993215401,0.0,SKIP,Yellow,Yellow,75,75,75,75,75-100,75-100,75-100,75-100,7.37704918032787,7.37704918032787,-7.618393960192178,-7.618393960192178
Steven Fisk,Lee Hodges,Moderate,Closing,-2.069496731208056,-2.069496731208056,0.0,SKIP,Yellow,Yellow,50,50,75,75,50-75,50-75,75-100,75-100,-3.3215547703180195,-3.3215547703180195,-0.8174386920980927,-0.8174386920980927
Eric Cole,Daniel Berger,Moderate,Closing,-2.069496731208056,-2.069496731208056,0.0,SKIP,Yellow,Yellow,50,50,75,75,50-75,50-75,75-100,75-100,-3.3215547703180195,-3.3215547703180195,-0.8174386920980927,-0.8174386920980927
Rasmus Neergaard-Petersen,Ryan Gerard,Moderate,Closing,-3.1872509960159348,-3.1872509960159348,0.0,SKIP,Blue,Blue,50,50,75,75,50-75,50-75,75-100,75-100,0.0,0.0,-6.3745019920318695,-6.3745019920318695
Jackson Suber,Seamus Power,Moderate,Closing,-2.069496731208056,-2.069496731208056,0.0,SKIP,Yellow,Yellow,50,50,75,75,50-75,50-75,75-100,75-100,-3.3215547703180195,-3.3215547703180195,-0.8174386920980927,-0.8174386920980927
Si Woo Kim,J.J. Spaun,Moderate,Open,-7.004717196146538,-7.004717196146538,0.0,SKIP,Blue,Blue,50,50,50,50,50-75,50-75,50-75,50-75,-9.557661927330177,-9.557661927330177,-4.451772464962899,-4.451772464962899
Jayden Schaper,Dean Burmester,Moderate,Closing,-2.069496731208056,-2.069496731208056,0.0,SKIP,Yellow,Yellow,50,50,75,75,50-75,50-75,75-100,75-100,-3.3215547703180195,-3.3215547703180195,-0.8174386920980927,-0.8174386920980927
Taylor Pendrith,Jordan Spieth,Moderate,Open,-6.733965938943744,-6.733965938943744,0.0,SKIP,Orange,Orange,50,50,50,50,50-75,50-75,50-75,50-75,-8.674698795180722,-8.674698795180722,-4.793233082706765,-4.793233082706765
Maverick McNealy,Patrick Cantlay,Moderate,Open,-2.5708307607875436,-2.5708307607875436,0.0,SKIP,Red,Red,25,25,50,50,25-50,25-50,50-75,50-75,-7.079646017699115,-7.079646017699115,1.937984496124028,1.937984496124028
Eric Cole,Kevin Roy,Calm,Open,-6.0129473429151385,-6.0129473429151385,0.0,SKIP,Yellow,Yellow,25,25,50,50,25-50,25-50,50-75,50-75,-5.797845048742943,-5.797845048742943,-6.228049637087334,-6.228049637087334
Austin Smotherman,Christiaan Bezuidenhout,Calm,Open,-6.103294108272843,-6.103294108272843,0.0,SKIP,Yellow,Yellow,50,50,50,50,50-75,50-75,50-75,50-75,-5.978538579458352,-5.978538579458352,-6.228049637087334,-6.228049637087334
Darius Van Driel,Rikuya Hoshino,Moderate,Closing,-2.069496731208056,-2.069496731208056,0.0,SKIP,Yellow,Yellow,50,50,75,75,50-75,50-75,75-100,75-100,-3.3215547703180195,-3.3215547703180195,-0.8174386920980927,-0.8174386920980927
Andy Sullivan,Rafa Cabrera Bello,Calm,Open,-6.564241027910402,-6.564241027910402,0.0,SKIP,Yellow,Yellow,25,25,75,75,25-50,25-50,75-100,75-100,-5.797845048742943,-5.797845048742943,-7.33063700707786,-7.33063700707786
Jordan Gumberg,David Law,Calm,Open,-6.2880345882637325,-6.2880345882637325,0.0,SKIP,Blue,Blue,50,50,50,50,50-75,50-75,50-75,50-75,-7.70901194353963,-7.70901194353963,-4.867057232987835,-4.867057232987835
Tom Vaillant,Francesco Laporta,Calm,Positioning,-5.346531222749036,-5.346531222749036,0.0,SKIP,Orange,Orange,25,25,75,75,25-50,25-50,75-100,75-100,-7.737397420867527,-7.737397420867527,-2.955665024630544,-2.955665024630544
Kevin Roy,Zach Bauchou,Moderate,Closing,-2.069496731208056,-2.069496731208056,0.0,SKIP,Yellow,Yellow,50,50,75,75,50-75,50-75,75-100,75-100,-3.3215547703180195,-3.3215547703180195,-0.8174386920980927,-0.8174386920980927
Rasmus Hojgaard,Thorbjorn Olesen,Moderate,Closing,2.718528670731807,2.718528670731807,0.0,SKIP,Blue,Blue,25,25,50,50,25-50,25-50,50-75,50-75,-1.7751479289940817,-1.7751479289940817,7.212205270457696,7.212205270457696
Russell Henley,Ben Griffin,Moderate,Open,-4.54196252675938,-4.54196252675938,0.0,SKIP,Blue,Blue,25,25,50,50,25-50,25-50,50-75,50-75,-4.6321525885558605,-4.6321525885558605,-4.451772464962899,-4.451772464962899
William Mouw,Aaron Rai,Moderate,Closing,-2.069496731208056,-2.069496731208056,0.0,SKIP,Yellow,Yellow,50,50,75,75,50-75,50-75,75-100,75-100,-3.3215547703180195,-3.3215547703180195,-0.8174386920980927,-0.8174386920980927
Ryan Fox,Sami Valimaki,Calm,Positioning,-1.5116846457863946,-1.5116846457863946,0.0,SKIP,Yellow,Yellow,25,25,75,75,25-50,25-50,75-100,75-100,2.1602160216021598,2.1602160216021598,-5.183585313174949,-5.183585313174949
JC Ritchie,Brandon Stone,Calm,Open,1.9508504707498648,1.9508504707498648,0.0,SKIP,Yellow,Yellow,50,50,25,25,50-75,50-75,25-50,25-50,-5.978538579458352,-5.978538579458352,9.880239520958082,9.880239520958082
Haotong Li,Christiaan Bezuidenhout,Moderate,Closing,2.718528670731807,2.718528670731807,0.0,SKIP,Blue,Blue,25,25,50,50,25-50,25-50,50-75,50-75,-1.7751479289940817,-1.7751479289940817,7.212205270457696,7.212205270457696
Hugo Townsend,Quentin Debove,Calm,Positioning,-5.346531222749036,-5.346531222749036,0.0,SKIP,Orange,Orange,25,25,75,75,25-50,25-50,75-100,75-100,-7.737397420867527,-7.737397420867527,-2.955665024630544,-2.955665024630544
Sudarshan Yellamaraju,Adrien Dumont De Chassart,Moderate,Closing,-2.069496731208056,-2.069496731208056,0.0,SKIP,Yellow,Yellow,50,50,75,75,50-75,50-75,75-100,75-100,-3.3215547703180195,-3.3215547703180195,-0.8174386920980927,-0.8174386920980927
Angel Ayora,Antoine Rozner,Calm,Open,-7.076348631915785,-7.076348631915785,0.0,SKIP,Purple,Purple,50,50,50,50,50-75,50-75,50-75,50-75,-7.493368700265252,-7.493368700265252,-6.6593285635663175,-6.6593285635663175
Jayden Schaper,Thriston Lawrence,Calm,Open,-6.103294108272843,-6.103294108272843,0.0,SKIP,Yellow,Yellow,50,50,50,50,50-75,50-75,50-75,50-75,-5.978538579458352,-5.978538579458352,-6.228049637087334,-6.228049637087334
Lee Hodges,Steven Fisk,Moderate,Closing,-2.069496731208056,-2.069496731208056,0.0,SKIP,Yellow,Yellow,50,50,75,75,50-75,50-75,75-100,75-100,-3.3215547703180195,-3.3215547703180195,-0.8174386920980927,-0.8174386920980927
Jordan Smith,Mackenzie Hughes,Moderate,Closing,-4.221541816961662,-4.221541816961662,0.0,SKIP,Purple,Purple,50,50,75,75,50-75,50-75,75-100,75-100,1.0989010989011003,1.0989010989011003,-9.541984732824424,-9.541984732824424
Rasmus Neergaard-Petersen,Ryan Gerard,Moderate,Closing,-3.1872509960159348,-3.1872509960159348,0.0,SKIP,Blue,Blue,50,50,75,75,50-75,50-75,75-100,75-100,0.0,0.0,-6.3745019920318695,-6.3745019920318695
Nicolai Hojgaard,Rasmus Hojgaard,Moderate,Closing,2.718528670731807,2.718528670731807,0.0,SKIP,Blue,Blue,25,25,50,50,25-50,25-50,50-75,50-75,-1.7751479289940817,-1.7751479289940817,7.212205270457696,7.212205270457696
Andy Sullivan,Alejandro Del Rey,Moderate,Closing,-2.069496731208056,-2.069496731208056,0.0,SKIP,Yellow,Yellow,50,50,75,75,50-75,50-75,75-100,75-100,-3.3215547703180195,-3.3215547703180195,-0.8174386920980927,-0.8174386920980927
Adrian Otaegui,Joe Dean,Moderate,Closing,10.18901819885964,10.18901819885964,0.0,SKIP,Green,Green,50,50,50,50,50-75,50-75,50-75,50-75,8.755760368663598,8.755760368663598,11.622276029055683,11.622276029055683
Jesper Svensson,Rafa Cabrera Bello,Calm,Positioning,-1.654535537625306,-1.654535537625306,0.0,SKIP,Purple,Purple,25,25,75,75,25-50,25-50,75-100,75-100,-4.144144144144142,-4.144144144144142,0.8350730688935301,0.8350730688935301
Aaron Rai,Keith Mitchell,Moderate,Closing,-2.069496731208056,-2.069496731208056,0.0,SKIP,Yellow,Yellow,50,50,75,75,50-75,50-75,75-100,75-100,-3.3215547703180195,-3.3215547703180195,-0.8174386920980927,-0.8174386920980927
Takumi Kanaya,William Mouw,Moderate,Closing,-2.069496731208056,-2.069496731208056,0.0,SKIP,Yellow,Yellow,50,50,75,75,50-75,50-75,75-100,75-100,-3.3215547703180195,-3.3215547703180195,-0.8174386920980927,-0.8174386920980927
Nico Echavarria,Shane Lowry,Moderate,Closing,-3.1180986898085585,-3.1180986898085585,0.0,SKIP,Yellow,Yellow,50,50,50,50,50-75,50-75,50-75,50-75,-3.3215547703180195,-3.3215547703180195,-2.914642609299098,-2.914642609299098
Marc Leishman,Louis Oosthuizen,Calm,Open,-6.2880345882637325,-6.2880345882637325,0.0,SKIP,Blue,Blue,50,50,50,50,50-75,50-75,50-75,50-75,-7.70901194353963,-7.70901194353963,-4.867057232987835,-4.867057232987835
